3cc4eded6aad0b63944342f14f79357d0b046b51,DELETE,regular-file,node_modules/.DS_Store,34820,
3983a36c62ce0857fa16fdc6253c700a7b1dce63,DELETE,symlink,node_modules/.bin/JSONStream,20,
cf76760386200fb3e0ff9c6827bef9c9fc0305b5,DELETE,symlink,node_modules/.bin/acorn,18,
8c246109e93ea7e8eadc3de0be6819d0b031b170,DELETE,symlink,node_modules/.bin/cap,31,
8c246109e93ea7e8eadc3de0be6819d0b031b170,DELETE,symlink,node_modules/.bin/capacitor,31,
4aa045aca76ed065531a60596deccb3b392a6bf2,DELETE,symlink,node_modules/.bin/capacitor-assets,41,
9ab139eac2ff6a419f1a124b3bb2c4ec109aa562,DELETE,symlink,node_modules/.bin/conventional-changelog-writer,39,
4959532fd878ca88a289d832206be6d4f9c35822,DELETE,symlink,node_modules/.bin/conventional-commits-parser,37,
c83ac070798fc3b8418e88dc3f8d5394837f61d6,DELETE,symlink,node_modules/.bin/esbuild,22,
4935b8ae65de518790256ff8a0a599d9e9e269f1,DELETE,symlink,node_modules/.bin/get-pkg-repo,26,
22045fdc67e2e36bb3ba17adec45ff9a11ee51d2,DELETE,symlink,node_modules/.bin/git-raw-commits,25,
1c854e01311da3869790fd4c5f0d427046a9f15c,DELETE,symlink,node_modules/.bin/git-semver-tags,25,
f03f9260ae899b7d48b138eb0da7e270d6041940,DELETE,symlink,node_modules/.bin/gradle-to-js,22,
fb7d090fccaf281d4de2ccf818d22ab251c0331f,DELETE,symlink,node_modules/.bin/handlebars,28,
2a8eb5e0c91c98b3a33d74bf79f4766ff4bae653,DELETE,symlink,node_modules/.bin/he,12,
9896ba572b00b7e026cf1b982f00d71cb929ef0a,DELETE,symlink,node_modules/.bin/is-docker,19,
ed9009c5aad1abb00ff6054b90be016834a2073a,DELETE,symlink,node_modules/.bin/loose-envify,22,
017896cebb14168f03f019eb2ca3acb3cac65afb,DELETE,symlink,node_modules/.bin/mkdirp,20,
e2be547bcb206b59b72832a11187f6236a5a48ce,DELETE,symlink,node_modules/.bin/nanoid,24,
cc75291c029367cf63697ac7c0cca4d0698d5512,DELETE,symlink,node_modules/.bin/native-run,28,
6f8415ec58dffcb931a5808d19e3c39a0430f581,DELETE,symlink,node_modules/.bin/node-which,23,
12a458dddebaf2269786fbe704ed7535fda71a3f,DELETE,symlink,node_modules/.bin/prebuild-install,26,
a478df38348be9d500399ed036f68ff5c9a4567e,DELETE,symlink,node_modules/.bin/prettier,27,
48b3cda7431661e242957057dcaf9a119d3c5a5a,DELETE,symlink,node_modules/.bin/rc,12,
b83ac83e67ed2e1f1c42147e33b4e186e8287a59,DELETE,symlink,node_modules/.bin/replace,25,
b6afda6c753f1fb771d1ae4bb413ee11c4cd0037,DELETE,symlink,node_modules/.bin/resolve,22,
3445a8a7b4c9db9778163bfbed64bc4c4c6bc90d,DELETE,symlink,node_modules/.bin/rimraf,29,
5939621caa539d3133b2c4887984e68abbd41dc4,DELETE,symlink,node_modules/.bin/rollup,25,
babeddef048bad0ded155c4d913aa8041949a83d,DELETE,symlink,node_modules/.bin/search,24,
5aaadf42c4a8b282cbf6cc5c73e6ea0beedd2d46,DELETE,symlink,node_modules/.bin/semver,23,
26dcd2c05cc95961b88fbf5ac615c09b0f8cc959,DELETE,symlink,node_modules/.bin/tree-kill,19,
b3ff94bcb08b284566af33ca3f4f0bfd1e8765c0,DELETE,symlink,node_modules/.bin/ts-node,22,
54984a431cc1c0c53d2d434d689698907cbe6b85,DELETE,symlink,node_modules/.bin/ts-node-cwd,26,
a19d9ed135e15d27969c7b63694c69c0739dce70,DELETE,symlink,node_modules/.bin/ts-node-esm,26,
edc40b309ad28a23d4426dfb1e48bcff5a86fef0,DELETE,symlink,node_modules/.bin/ts-node-script,29,
173710d0ba014f1addec76ed7540f80fdb28b2c0,DELETE,symlink,node_modules/.bin/ts-node-transpile-only,32,
7382912f4c74d9bbacf67415dd0112265e264aa3,DELETE,symlink,node_modules/.bin/ts-script,40,
0863208a6a1fe7ba964993a1a398794c4021ae19,DELETE,symlink,node_modules/.bin/tsc,21,
f8f8f1a0c33562942ab214430b7878ee378cfdd8,DELETE,symlink,node_modules/.bin/tsserver,26,
fef3468b6f6c6f4717ae7f407cb2d899a78b3683,DELETE,symlink,node_modules/.bin/uglifyjs,25,
588f70ecc5fc9a9d7c80d009fd555d2ec8cd9ba7,DELETE,symlink,node_modules/.bin/uuid,21,
6d1e3beaf6975f3bc28a5345e4154abe2711a26a,DELETE,symlink,node_modules/.bin/vite,19,
d6e06705dbe492a3ac4c7d992fa3e56ed11d54eb,DELETE,symlink,node_modules/.bin/xml-js,20,
aa30f16497e6f16953642012d77954d00a834631,DELETE,regular-file,node_modules/.package-lock.json,387527,
0e5ebcc853265cd7eeece260a9e850d8e7820202,DELETE,regular-file,node_modules/.vite/deps/@capacitor_app.js,304,
edf9cff96e164ea871a884901f51b92342442623,DELETE,regular-file,node_modules/.vite/deps/@capacitor_app.js.map,495,
